Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	P093501_1 Spectral Count	P093502_2 Spectral Count	P093503_3 Spectral Count	P093504_4 Spectral Count	P093505_5 Spectral Count	P093506_6 Spectral Count	P093507_7 Spectral Count	P093508_8 Spectral Count	P093509_9 Spectral Count	P093510_10 Spectral Count	P093511_11 Spectral Count	P093512_12 Spectral Count	P093513_13 Spectral Count	P093514_14 Spectral Count	P093515_15 Spectral Count	P093516_16 Spectral Count	P093501_1 Unique Spectral Count	P093502_2 Unique Spectral Count	P093503_3 Unique Spectral Count	P093504_4 Unique Spectral Count	P093505_5 Unique Spectral Count	P093506_6 Unique Spectral Count	P093507_7 Unique Spectral Count	P093508_8 Unique Spectral Count	P093509_9 Unique Spectral Count	P093510_10 Unique Spectral Count	P093511_11 Unique Spectral Count	P093512_12 Unique Spectral Count	P093513_13 Unique Spectral Count	P093514_14 Unique Spectral Count	P093515_15 Unique Spectral Count	P093516_16 Unique Spectral Count	P093501_1 Total Spectral Count	P093502_2 Total Spectral Count	P093503_3 Total Spectral Count	P093504_4 Total Spectral Count	P093505_5 Total Spectral Count	P093506_6 Total Spectral Count	P093507_7 Total Spectral Count	P093508_8 Total Spectral Count	P093509_9 Total Spectral Count	P093510_10 Total Spectral Count	P093511_11 Total Spectral Count	P093512_12 Total Spectral Count	P093513_13 Total Spectral Count	P093514_14 Total Spectral Count	P093515_15 Total Spectral Count	P093516_16 Total Spectral Count	P093501_1 Intensity	P093502_2 Intensity	P093503_3 Intensity	P093504_4 Intensity	P093505_5 Intensity	P093506_6 Intensity	P093507_7 Intensity	P093508_8 Intensity	P093509_9 Intensity	P093510_10 Intensity	P093511_11 Intensity	P093512_12 Intensity	P093513_13 Intensity	P093514_14 Intensity	P093515_15 Intensity	P093516_16 Intensity	P093501_1 MaxLFQ Intensity	P093502_2 MaxLFQ Intensity	P093503_3 MaxLFQ Intensity	P093504_4 MaxLFQ Intensity	P093505_5 MaxLFQ Intensity	P093506_6 MaxLFQ Intensity	P093507_7 MaxLFQ Intensity	P093508_8 MaxLFQ Intensity	P093509_9 MaxLFQ Intensity	P093510_10 MaxLFQ Intensity	P093511_11 MaxLFQ Intensity	P093512_12 MaxLFQ Intensity	P093513_13 MaxLFQ Intensity	P093514_14 MaxLFQ Intensity	P093515_15 MaxLFQ Intensity	P093516_16 MaxLFQ Intensity	Indistinguishable Proteins
XP_044418465.1	XP_044418465.1			573				1.0	0.999	11	34	4	34	0	0	3	0	0	1	1	2	0	0	0	11	8	6	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	1	1	2	0	0	0	11	8	6	2	0	0.0	0.0	3.629882E7	0.0	0.0	1606806.4	5.1199244E7	6180611.0	0.0	0.0	0.0	8.728887E7	9.701752E7	1.1125477E8	2.0942458E7	0.0	0.0	0.0	2.7800672E7	0.0	0.0	0.0	6.4247616E7	3.3170122E7	0.0	0.0	0.0	5.2499856E7	7.440906E7	4.9459956E7	2.6279744E7	0.0	
XP_044418467.1	XP_044418467.1			1304				1.0	0.9989	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.992674E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418468.1	XP_044418468.1			561				0.9973	0.9969	3	3	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5332663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5071616.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418472.1	XP_044418472.1			892				0.9972	0.9949	4	7	0	11	0	0	0	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	4	2	0	0	0.0	0.0	0.0	0.0	2257237.8	0.0	0.0	0.0	6980189.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2257237.8	0.0	0.0	0.0	6980189.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418474.1	XP_044418474.1			862				1.0	0.999	3	7	0	7	0	0	1	0	0	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	2	0	0	0.0	0.0	501781.9	0.0	0.0	5634239.0	0.0	0.0	358690.3	0.0	0.0	442724.97	3835677.8	90224.08	0.0	0.0	0.0	0.0	857034.6	0.0	0.0	1351858.5	0.0	0.0	612636.75	0.0	0.0	756166.44	806877.75	154101.14	0.0	0.0	
XP_044418479.1	XP_044418479.1			710				1.0	0.999	34	17	17	491	0	0	1	0	0	0	1	3	1	0	0	5	4	2	0	0	0	0	1	0	0	0	1	3	1	0	0	5	4	2	0	0	0	3	46	26	10	40	53	51	28	20	16	63	56	46	17	16	0.0	0.0	4052977.2	0.0	0.0	0.0	5035588.5	9254432.0	1499526.4	0.0	0.0	1.946726E7	8282037.0	1.8147538E7	0.0	0.0	0.0	0.0	1.393065E7	0.0	0.0	0.0	2997875.8	1.9823922E7	0.0	0.0	0.0	1.1140648E7	3863933.2	7336570.0	0.0	0.0	
XP_044418486.1	XP_044418486.1			615				1.0	0.999	24	169	0	169	0	0	2	2	0	1	0	0	30	64	69	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	30	64	69	0	0	0	0	1	0.0	0.0	1.0877124E7	1.133134E7	4677854.5	8043081.0	0.0	0.0	3.0151693E8	5.8811565E8	7.8812E8	7983351.0	1.170539E7	0.0	0.0	3.807803E7	0.0	0.0	1.9673752E7	1.820416E7	8460964.0	1.4547741E7	0.0	0.0	1.5806362E7	3.7026724E7	2.9611092E7	1.4439706E7	2.117186E7	0.0	0.0	3.9478516E7	XP_044418487.1, XP_044418488.1
XP_044418489.1	XP_044418489.1			288				1.0	0.999	18	1426	14	1426	53	63	98	91	81	96	93	80	106	93	96	109	104	117	84	62	0	0	3	0	0	1	3	0	1	1	2	0	3	0	0	0	53	63	98	91	81	96	93	80	106	93	96	109	104	117	84	62	3.6405898E8	3.1492797E8	5.287304E8	4.1854477E8	4.3767773E8	5.6092717E8	5.7908634E8	4.718197E8	7.19905E8	6.9566605E8	7.894277E8	5.78515E8	9.3808294E8	1.316887E9	6.952805E8	4.870969E8	1.1873341E8	9.682666E7	1.1473813E8	1.1118133E8	9.670643E7	1.1919193E8	1.1798589E8	1.0723169E8	1.4008102E8	1.3668947E8	1.4753603E8	1.368759E8	1.2870382E8	1.2693537E8	1.1871779E8	1.1783804E8	
XP_044418490.1	XP_044418490.1			378				1.0	0.999	9	2	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	1	0	2	1	1	8	5	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0899044E7	1.7521334E7	3.2298588E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.059414E7	1.7521334E7	3.2298588E7	0.0	0.0	
XP_044418491.1	XP_044418491.1			172				0.9957	0.999	7	43	0	43	0	0	1	0	0	0	0	0	34	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	5	3	0	0	0	0	0	0.0	0.0	1.1446501E7	0.0	0.0	0.0	0.0	0.0	2.9659984E8	2.2370996E7	2.0055764E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0958411E8	1.1538341E7	7183566.5	0.0	0.0	0.0	0.0	0.0	
XP_044418493.1	XP_044418493.1			228				1.0	0.999	6	17	1	26	0	1	2	5	3	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	7	1	3	0	0	0	0	0	2	0	0	0	0.0	1008567.6	2.9721754E7	1.1281502E8	9.045808E7	502739.2	2.7831274E7	0.0	0.0	0.0	0.0	0.0	3.591539E7	0.0	0.0	0.0	0.0	1.2406673E7	9897996.0	5.444805E7	4.2981104E7	6184336.0	9720649.0	0.0	0.0	0.0	0.0	0.0	6780872.5	0.0	0.0	0.0	
XP_044418494.1	XP_044418494.1			247				1.0	0.999	4	7	7	15	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	4	2	0	0	0.0	0.0	5106605.5	5563882.0	0.0	0.0	5892923.5	0.0	0.0	0.0	0.0	3080548.5	2622704.2	1724149.2	3011506.5	0.0	0.0	0.0	5237868.0	2600663.5	0.0	0.0	6044398.0	0.0	0.0	0.0	0.0	2835767.8	2690119.2	1768467.5	3088915.5	0.0	
XP_044418495.1	XP_044418495.1			787				1.0	0.999	22	353	29	353	17	17	72	38	42	66	64	36	0	0	0	0	1	0	0	0	0	3	4	4	4	4	5	5	0	0	0	0	0	0	0	0	17	17	72	38	42	66	64	36	0	0	0	0	1	0	0	0	6.880999E8	3.2515885E8	4.5392003E8	2.3540766E8	1.7040952E8	4.7395232E8	4.8402845E8	2.4688123E8	0.0	0.0	0.0	0.0	5914317.5	0.0	0.0	0.0	9.5464136E7	6.993815E7	1.344388E8	8.408581E7	6.218166E7	1.1721849E8	1.2917552E8	9.747842E7	0.0	0.0	0.0	0.0	8.709713E7	0.0	0.0	0.0	
XP_044418496.1	XP_044418496.1			503				1.0	0.999	7	30	30	72	2	2	1	4	4	2	2	2	2	1	0	2	3	3	0	0	2	2	1	4	4	2	2	2	2	1	0	2	3	3	0	0	2	6	2	14	11	5	6	7	3	3	1	4	3	5	0	0	1444736.8	6351500.0	463821.38	8862085.0	6630074.0	240182.25	1825303.8	3348328.5	1436181.4	0.0	0.0	1682022.9	1710580.1	1679625.5	0.0	0.0	1419136.5	6238953.5	455602.62	5483755.5	4084971.5	433600.47	1162239.0	2148881.0	910029.4	0.0	0.0	971993.56	1052962.6	1077632.2	0.0	0.0	
XP_044418498.1	XP_044418498.1			486				0.9999	0.9989	11	3	3	56	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	6	1	0	5	4	0	0	0	0	12	14	14	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5034908E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418500.1	XP_044418500.1			562				1.0	0.999	26	694	50	754	24	25	27	71	47	45	36	63	33	40	42	35	32	39	73	62	1	3	1	3	3	3	2	4	2	2	3	5	6	2	5	5	28	27	32	73	51	49	42	68	34	44	45	37	35	44	79	66	6.323761E8	9.3715424E8	2.887257E8	2.0609042E9	1.469802E9	1.04299795E9	7.436039E8	1.4910043E9	8.5082976E8	1.05239206E9	1.1666341E9	4.1786832E8	4.173126E8	7.431742E8	1.760732E9	1.6057009E9	5.4390163E8	5.582427E8	4.3266432E8	7.750249E8	6.1076365E8	6.4868934E8	5.730135E8	7.0696416E8	4.4291267E8	5.651603E8	5.378346E8	3.2307987E8	3.8406006E8	4.0188515E8	7.442988E8	7.9050554E8	
XP_044418507.1	XP_044418507.1			315				0.9999	0.9975	4	10	3	10	0	0	1	0	1	0	1	0	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	2	2	0	0	0	0	0	0.0	0.0	5550978.0	0.0	4597846.0	0.0	754873.5	0.0	1.5616561E7	1028756.1	4120975.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4443763E7	0.0	0.0	0.0	737718.8	0.0	2400638.8	2676845.5	3219543.2	0.0	0.0	0.0	0.0	0.0	
XP_044418514.1	XP_044418514.1			366				0.9424	0.999	1	6	0	6	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0.0	0.0	3.6797428E7	0.0	1095698.8	2428848.0	2085701.2	882589.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6797428E7	0.0	1095698.8	2428848.0	2085701.2	882589.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	XP_044418515.1
XP_044418518.1	XP_044418518.1			515				1.0	0.999	6	18	4	18	0	0	2	0	0	0	1	0	0	0	0	8	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	8	6	1	0	0	0.0	0.0	337828.66	0.0	0.0	0.0	1.1310354E7	0.0	0.0	0.0	0.0	6.558416E7	3.7016356E7	5864148.0	0.0	0.0	0.0	0.0	1.5438747E7	0.0	0.0	0.0	4606866.5	0.0	0.0	0.0	0.0	1.3824185E7	9467342.0	1.1449806E7	0.0	0.0	
XP_044418522.1	XP_044418522.1			712				0.9982	0.999	7	4	0	18	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	1	0	0	1	2	4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8354269.5	8351728.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8354269.5	8351728.5	0.0	0.0	0.0	0.0	0.0	
XP_044418524.1	XP_044418524.1			688				1.0	0.999	14	55	1	55	11	21	0	0	7	0	0	0	5	4	4	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	21	0	0	7	0	0	0	5	4	4	2	1	0	0	0	2.0678694E8	3.4537482E8	0.0	8478438.0	3.0006748E7	0.0	0.0	0.0	2.0556472E7	1.7492088E7	2.228706E7	9480434.0	1.0658728E7	0.0	0.0	0.0	2.7286112E7	4.24378E7	0.0	1.208398E7	1.8820674E7	0.0	0.0	0.0	2.929832E7	2.4930776E7	1.0129971E7	1.3512085E7	1.519146E7	0.0	0.0	0.0	
XP_044418531.1	XP_044418531.1			531				0.9998	0.999	30	174	50	1397	8	15	11	7	9	14	12	4	13	6	7	17	14	21	10	6	3	4	3	1	2	4	4	2	6	2	2	6	3	6	2	0	63	87	93	53	70	105	80	59	105	78	74	126	122	145	84	53	3.457231E8	9.3721914E8	6.957994E8	4.147742E8	3.467E8	1.1074115E9	8.882094E8	3.7911576E7	2.1467462E9	9.357767E8	7.8847104E8	2.859862E9	2.17335E9	5.5336387E9	7.0876986E8	6.584516E8	8.241281E8	9.4819194E8	7.355646E8	1.8664562E8	2.60648E8	3.4408294E8	4.7023363E8	1.01455816E8	8.294849E8	2.211386E8	1.1658252E8	1.1756888E9	9.6401395E8	1.9916547E9	3.0236422E8	6.602938E8	
XP_044418535.1	XP_044418535.1			1296				1.0	0.999	49	80	36	1002	0	0	13	1	3	6	5	3	4	2	2	9	11	4	10	7	0	0	9	0	0	3	3	0	0	0	0	7	8	2	2	2	7	2	113	43	31	99	87	43	45	8	18	102	114	73	110	107	0.0	0.0	7.556925E7	4929158.0	1.2606486E7	3.1471912E7	5.7900664E7	6998661.5	1.6138827E7	1655753.2	3127447.8	5.8807216E7	7.6539256E7	2.7365475E8	6.2233424E7	2.52264E7	0.0	0.0	2.6981046E7	5581407.5	1.4274636E7	1.0791326E7	2.1892654E7	7924758.0	1.8274394E7	1874850.4	3541286.5	3.2277498E7	4.7363856E7	1.5183534E8	2.8145246E7	1.2973939E7	
XP_044418538.1	XP_044418538.1			535				1.0	0.999	41	4273	298	4273	96	160	353	333	259	350	335	296	340	238	243	270	247	299	230	224	3	9	27	33	21	28	26	25	22	13	7	19	19	24	12	10	96	160	353	333	259	350	335	296	340	238	243	270	247	299	230	224	1.8426593E9	5.322101E9	3.1952746E10	2.4790704E10	1.4000341E10	2.2298962E10	2.8413276E10	2.1753158E10	3.98875E10	1.7034214E10	1.8607745E10	2.2701482E10	2.09029E10	5.9391762E10	1.9075838E10	1.891729E10	2.2865833E9	2.9645302E9	6.7890785E9	5.3503437E9	4.0074332E9	5.021995E9	5.850031E9	5.9577457E9	7.547204E9	4.756901E9	4.7883397E9	4.0543547E9	3.7614792E9	5.1524797E9	4.5330094E9	5.024721E9	
XP_044418541.1	XP_044418541.1			530				1.0	0.999	38	1475	164	3092	25	42	105	93	63	92	98	75	160	139	122	78	82	121	88	92	3	3	14	13	7	10	12	8	19	14	12	4	6	13	11	15	51	88	239	217	146	225	223	181	308	244	229	177	165	231	181	187	2.822228E8	4.2856576E8	2.9242522E9	1.8952503E9	7.734035E8	9.906126E8	2.5034862E9	1.9634828E9	9.79412E9	4.526491E9	3.66044E9	1.9890111E9	4.114775E9	5.700962E9	2.0501683E9	2.7975654E9	3.741373E8	5.598769E8	9.9622234E8	9.273837E8	6.759551E8	9.2689504E8	1.02109235E9	9.93144E8	3.7400763E9	2.863554E9	2.1471441E9	7.954549E8	9.497765E8	1.0021664E9	1.1031208E9	1.560055E9	
XP_044418550.1	XP_044418550.1			506				1.0	0.999	24	81	0	513	7	2	3	4	7	5	7	7	6	7	8	2	2	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	21	29	36	31	44	50	38	32	37	38	24	22	43	16	21	8525676.0	2930226.8	4992155.0	6328206.0	7747286.5	1.8517138E7	1.7718452E7	2.3003064E7	1.2056992E7	1.756881E7	1.7103284E7	4949621.0	4180223.0	1.0814336E7	5792033.0	8456183.0	6326059.0	4114000.0	3416725.2	4340801.0	5088072.5	7018779.5	6775736.0	7155795.0	5296983.5	7678536.5	7828492.5	3316961.2	5581324.0	3036462.2	2600006.2	3246818.8	XP_044418558.1
XP_044418552.1	XP_044418552.1			507				1.0	0.999	20	156	18	176	0	1	30	10	0	11	19	4	2	3	6	22	20	28	0	0	0	0	8	1	0	3	2	0	1	0	0	0	0	3	0	0	0	1	34	13	1	12	19	4	2	3	7	24	23	33	0	0	0.0	0.0	2.0720171E8	1.192133E8	0.0	2.2438646E7	5.825422E7	7.410782E7	5.3329684E7	2.7395706E7	3.0422454E7	1.05840024E8	1.7070368E8	1.3599022E8	0.0	0.0	0.0	0.0	6.4794336E7	5.146714E7	0.0	4.720209E7	4.296247E7	3.984381E7	3.768396E7	1.8642864E7	1.9942028E7	5.281167E7	4.549765E7	7.173758E7	0.0	0.0	
XP_044418553.1	XP_044418553.1			154				1.0	0.999	3	42	24	42	0	1	2	5	2	1	3	3	1	4	3	4	6	3	1	3	0	0	1	4	1	0	2	1	1	4	3	2	3	2	0	0	0	1	2	5	2	1	3	3	1	4	3	4	6	3	1	3	0.0	4041896.5	1.7045018E7	6.0460692E7	1.0566377E7	5027592.0	1.5460843E7	2.4535052E7	1.2510294E7	1.1190219E7	2.958365E7	4.8686264E7	7.701504E7	5.3861E7	4992833.0	6880542.5	0.0	9758142.0	1.1251049E7	2.5306838E7	7168001.0	1.2137856E7	1.0176675E7	1.4895407E7	9520740.0	8516120.0	2.2514118E7	2.1359682E7	2.8760076E7	2.0923516E7	1.2053939E7	1.6611339E7	
XP_044418554.1	XP_044418554.1			721				1.0	0.9987	6	4	1	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3020794.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418557.1	XP_044418557.1			547				1.0	0.999	25	545	0	545	49	83	40	33	54	18	22	9	33	26	29	24	35	44	32	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	83	40	33	54	18	22	9	33	26	29	24	35	44	32	14	5.378665E8	1.3591433E9	6.978509E8	3.611344E8	5.9912826E8	2.0296586E8	1.8091218E8	5.2266276E7	6.9219085E8	4.113637E8	2.5404384E8	6.4676294E8	1.5035041E9	5.2296058E8	4.9248886E8	1.28909464E8	3.51277E8	5.5050054E8	1.5514882E8	1.7036858E8	2.0267818E8	1.2034202E8	8.811437E7	9.1091656E7	1.692381E8	1.7165869E8	1.5009163E8	1.5298762E8	1.4835584E8	1.6791048E8	1.5047622E8	9.885572E7	XP_044418559.1
XP_044418563.1	XP_044418563.1			315				0.9996	0.9988	8	4	4	83	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	3	18	1	8	9	1	1	0	9	3	6	9	8	5	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044418564.1	XP_044418564.1			443				1.0	0.999	4	14	1	14	0	0	0	0	0	0	0	0	6	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	3	4	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8182752E7	0.0	0.0	8429517.0	1.0364715E7	1.286016E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3083938E7	0.0	0.0	8429517.0	8124691.0	1.0413503E7	0.0	0.0	
XP_044418567.1	XP_044418567.1			366				1.0	0.999	15	41	15	267	0	0	0	0	0	0	0	0	12	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	78	96	84	0	8	1	0	0	0.0	0.0	0.0	0.0	3318399.2	0.0	0.0	0.0	6.9661736E7	5.682544E7	4.5716624E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8681112E7	0.0	0.0	0.0	1.2498596E7	1.9332342E7	1.7097814E7	0.0	0.0	0.0	0.0	0.0	
XP_044418568.1	XP_044418568.1			741				1.0	0.999	43	297	233	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3541566E8	0.0	0.0	0.0	0.0	0.0	0.0	5.993505E10	3.6467667E10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9084035E9	0.0	0.0	0.0	0.0	0.0	0.0	3.5194458E9	2.960306E9	
XP_044418573.1	XP_044418573.1			1302				1.0	0.999	37	22	5	439	0	1	3	4	2	3	2	1	0	2	1	2	1	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	41	68	31	42	45	28	12	14	20	40	49	36	7	5	0.0	0.0	9383160.0	1.4936203E8	9123655.0	6.963506E7	1.0412487E7	5133487.5	0.0	3683173.2	3.2966492E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0183852E7	4.0629984E7	1.9625638E7	1.4423002E7	1.1411876E7	1.1469891E7	0.0	8229414.0	8967661.0	0.0	0.0	0.0	0.0	0.0	
XP_044418586.1	XP_044418586.1			1759				0.9998	0.9984	36	3	0	203	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	16	7	18	21	31	5	2	3	25	27	15	12	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1423754E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	XP_044418587.1
XP_044418588.1	XP_044418588.1			434				0.9978	0.999	4	17	0	17	0	1	1	2	7	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7	1	1	0	0	0	0	3	1	0	0	0	0.0	6.955791E7	1.6086645E7	1.3140442E7	5.0371508E7	0.0	0.0	0.0	0.0	0.0	0.0	3.499116E7	476100.56	4.5426104E7	0.0	0.0	0.0	5.6180404E7	1.2992832E7	1.1910139E7	3.4125916E7	0.0	0.0	0.0	0.0	0.0	0.0	2.8261596E7	1.4521935E7	3.668967E7	0.0	0.0	
XP_044418589.1	XP_044418589.1			941				1.0	0.9989	33	5	5	222	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	12	5	1	3	12	5	7	1	9	62	49	50	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1056885.2	0.0	2999904.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2300148.2	0.0	1138139.8	0.0	0.0	
XP_044418590.1	XP_044418590.1			145				0.9977	0.999	4	27	1	27	0	2	1	2	3	2	3	6	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	3	2	3	6	1	1	1	1	2	2	0	0	0.0	4.407122E7	2.7328062E7	6.3823E7	2.782006E7	4.5134104E7	8.337007E7	6.705823E7	1.8190722E7	9807721.0	1.4271826E7	2.8628518E7	3.1644142E7	1.8210792E7	0.0	0.0	0.0	3.910442E7	2.7328062E7	5.634962E7	2.4435622E7	3.5603644E7	6.992061E7	5.9790868E7	1.8190722E7	9807721.0	1.4271826E7	2.5951076E7	3.1231218E7	2.0236258E7	0.0	0.0	
XP_044418591.1	XP_044418591.1			420				1.0	0.999	20	226	40	630	19	66	1	11	27	1	0	0	15	4	4	17	22	34	2	3	1	14	0	0	4	0	0	0	3	0	0	2	4	9	0	3	50	110	29	34	58	23	18	14	52	29	22	43	48	60	19	21	3.8320675E8	1.1525478E9	2656373.5	3.341679E7	2.604895E8	2321469.8	0.0	0.0	5.611322E8	2.1532536E7	1.3261334E7	1.33012696E8	1.7750323E8	5.996079E8	3895840.8	1.6823882E7	6.3445356E7	2.0861515E8	1.1604098E7	1.9256582E7	5.188103E7	1.0141105E7	0.0	0.0	5.0693856E7	1.1532457E7	1.3112939E7	4.9445004E7	9.478484E7	1.7280878E8	4385795.5	2.6480278E7	
